Killed,Killed Class,Death Type,Death Class,X,Y,Z,Grid,Killed By,Killed By Class,Year,Month,Day,Hour,Minute
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,Land_i_Barracks_V2_F,NA,,15660.5,4865.84,-0.210438,156925,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,Land_House_Small_02_F,NA,,15667.6,4840.71,0.114816,156925,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,56
,Land_House_Small_02_F,NA,,15677.5,4856.94,0.113901,156925,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,Land_ServiceHangar_01_R_F,NA,,15701,4840,0.175926,157925,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,Land_ServiceHangar_01_L_F,NA,,15677.5,4795.93,0.137683,156925,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,56
,Land_House_Small_02_F,NA,,15656.6,4822.14,0.128509,156925,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,RD501_opfor_unit_B1,NA,,16501.9,4090.84,0.00143909,165918,CT Wizard,JLTS_Clone_P2_DC15A_501,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,RD501_opfor_unit_B1,NA,,16439.5,4175.41,0.00143909,164918,CT Kahn,JLTS_Clone_P2_DC15A_501,1985,5,10,8,56
,Land_LampStreet_F,NA,,15693.9,4786.98,-0.477558,156924,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,56
,Land_CementWorks_01_brick_F,NA,,15726.1,4765.35,0.270212,157924,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,RD501_opfor_unit_B1,NA,,16484.3,4123.37,0.00143909,164918,CT Kahn,JLTS_Clone_P2_DC15A_501,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,Land_CementWorks_01_brick_F,NA,,15757.5,4760.74,0.0160713,157924,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,56
