Killed,Killed Class,Death Type,Death Class,X,Y,Z,Grid,Killed By,Killed By Class,Year,Month,Day,Hour,Minute
,RD501_opfor_unit_B1,NA,,15619,4832.76,0.00143909,156925,CT Deytow,JLTS_Clone_P2_DC15A_501,1985,5,10,8,38
,RD501_opfor_unit_B1,NA,,15540.8,4990.29,0.0014534,155927,CT Tideend,JLTS_Clone_P2_DC15A_501,1985,5,10,8,38
,RD501_droideka_mobile,NA,,15627.8,4625.34,-0.197205,156923,CS Rupert,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,O_UAV_AI,NA,,15627.8,4625.34,-0.148678,156923,Error: No vehicle,,1985,5,10,8,39
,RD501_opfor_unit_B1,NA,,15514.7,4927.18,0.0819054,155926,CR-C Adventure,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B1,NA,,15548.9,4988.03,0.00143623,155927,CT Tideend,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B1,NA,,15547.7,4987.69,0.00143909,155926,CT Tideend,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
CS-M Del,JLTS_Clone_P2_DC15A_501,PLT,Platoon Commander@Cyclone 2 HQ,15466.8,4804.67,0.00150681,154925,,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B1,NA,,15672.2,4763.87,0.00144005,156924,CP Gamble,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B1,NA,,15702.5,4758.38,0.001441,157924,CP Gamble,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B1,NA,,15694.4,4763.75,0.001441,156924,CP Gamble,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B2_droid_Standard,NA,,15675.1,4764.37,0.00143909,156924,CT Luck,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B2_droid_Standard,NA,,15676.7,4764.37,0.00144005,156924,CT Wizard,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B2_droid_Standard,NA,,15674.5,4764.38,0.00143909,156924,CT Luck,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B1,NA,,15680.6,4765.06,0.00143814,156924,CT Luck,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B1,NA,,15693.4,4764.74,0.0303335,156924,CP Gamble,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B1,NA,,15676,4757.6,0.0423298,156924,CT Deytow,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B2_droid_Standard,NA,,15676,4765.35,0.00143909,156924,CT Luck,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B1,NA,,15685.3,4761.25,0.00143909,156924,CT Wizard,JLTS_Clone_P2_DC15A_501,1985,5,10,8,39
,RD501_opfor_unit_B1,NA,,15700.9,4770.52,0.06919,157924,CP Gamble,JLTS_Clone_P2_DC15A_501,1985,5,10,8,40
,RD501_droideka_mobile,NA,,15715.6,4808.13,-0.196601,157925,CP Gamble,JLTS_Clone_P2_DC15A_501,1985,5,10,8,40
,O_UAV_AI,NA,,15715.6,4808.13,-0.148555,157925,Error: No vehicle,,1985,5,10,8,40
,RD501_Vulture,NA,,14360.7,7105.8,454.441,143948,CX-X Bacon,JLTS_Clone_P2_DC15A_501,1985,5,10,8,40
,RD501_opfor_unit_B1_pilot,NA,,14361.8,7104.18,461.489,143948,CX-X Bacon,JLTS_Clone_P2_DC15A_501,1985,5,10,8,40
,RD501_opfor_unit_B1,NA,,15741.4,4848.47,0.00143814,157925,CP Gamble,JLTS_Clone_P2_DC15A_501,1985,5,10,8,40
,RD501_opfor_unit_B1,NA,,15730.8,4851.81,0.00143909,157925,CT Dalton,JLTS_Clone_P2_DC15A_501,1985,5,10,8,40
,RD501_opfor_unit_human_rifleman,NA,,15677.4,4741.16,1.91231,156924,CP Gamble,JLTS_Clone_P2_DC15A_501,1985,5,10,8,40
,RD501_opfor_unit_human_rifleman,NA,,15667.5,4745.75,1.91321,156924,CP Gamble,JLTS_Clone_P2_DC15A_501,1985,5,10,8,40
,RD501_opfor_unit_human_rifleman,NA,,15658.2,4751.53,1.9119,156924,CP Gamble,JLTS_Clone_P2_DC15A_501,1985,5,10,8,40
,RD501_opfor_unit_human_rifleman,NA,,15655.8,4760.7,1.93347,156924,CP Sig,JLTS_Clone_P2_DC15A_501,1985,5,10,8,40
,RD501_Vulture,NA,,12672.1,6265.94,875.247,126939,CX-X Bacon,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_opfor_unit_B1_pilot,NA,,12670.2,6266.48,882.076,126939,CX-X Bacon,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_opfor_unit_B1,NA,,15612.2,4878.65,0.00143814,156925,CM-T Triage,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_opfor_unit_B2_droid_Standard,NA,,15642.4,4785.25,0.00142956,156924,CT Dalton,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_opfor_unit_B2_droid_Standard,NA,,15639.9,4787.42,0.001441,156924,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_Vulture,NA,,11767.6,5886.75,679.628,117935,CX-C Sazi,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_opfor_unit_B1_pilot,NA,,11768.7,5886.84,687.372,117935,CX-C Sazi,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_opfor_unit_B2_droid_Standard,NA,,15634.3,4805.08,0.00143814,156925,CP Gamble,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_opfor_unit_B1,NA,,15737.5,4833.91,0.00143814,157925,CI-P Burrito,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_Vulture,NA,,12181.1,9010.12,461.869,121967,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_opfor_unit_B1_pilot,NA,,12180,9010.98,465.904,121967,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_opfor_unit_B1,NA,,15664.8,4803.35,0.0692406,156925,CP Gamble,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_Vulture,NA,,11808.6,8879.49,546.295,118965,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_opfor_unit_B1_pilot,NA,,11810.1,8878.15,552.973,118965,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,41
,RD501_opfor_unit_B1,NA,,15742.7,4848.1,0.00143909,157925,CT Luck,JLTS_Clone_P2_DC15A_501,1985,5,10,8,42
,RD501_Vulture,NA,,11811.5,10038.4,550.082,118977,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,42
,RD501_opfor_unit_B1_pilot,NA,,11812.3,10040.1,556.579,118977,CX-X Nuwisha,JLTS_Clone_P2_DC15A_501,1985,5,10,8,42
,RD501_opfor_unit_B1,NA,,15796.5,4753.14,0.00143909,157924,CP Sig,JLTS_Clone_P2_DC15A_501,1985,5,10,8,42
,RD501_opfor_unit_B1,NA,,15782.1,4784.27,0.00143814,157924,CI-P Burrito,JLTS_Clone_P2_DC15A_501,1985,5,10,8,42
,RD501_droideka_normal,NA,,15779.5,4695.45,-0.261701,157924,CS-M Black,JLTS_Clone_P2_DC15A_501,1985,5,10,8,42
,O_UAV_AI,NA,,15779.5,4695.45,-0.213652,157924,Error: No vehicle,,1985,5,10,8,42
,RD501_droideka_normal,NA,,15768.9,4785.81,-0.261641,157924,CT Deytow,JLTS_Clone_P2_DC15A_501,1985,5,10,8,42
,O_UAV_AI,NA,,15768.9,4785.81,-0.442122,157924,Error: No vehicle,,1985,5,10,8,42
,Land_PipeFence_04_m_gate_r_F,NA,,15531.4,4991.34,-0.0165529,155927,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,42
,RD501_gar_barc,NA,,241.863,5785.78,-0.494614,002934,Error: No vehicle,,1985,5,10,8,43
,RD501_opfor_unit_B1,NA,,15787.1,4779.64,0.00143814,157924,CM Infamous,JLTS_Clone_P2_DC15A_501,1985,5,10,8,43
,RD501_opfor_unit_B1,NA,,15759.1,4779.52,1.17464,157924,Error: No vehicle,,1985,5,10,8,43
,RD501_eweb_cis,NA,,15757.1,4779.4,4.71028,157924,Error: No vehicle,,1985,5,10,8,43
,RD501_opfor_unit_B1,NA,,15713.7,4906.88,0.00143909,157926,CI Cactus,JLTS_Clone_P2_DC15A_501,1985,5,10,8,43
CI Exeter,JLTS_Clone_P2_DC15A_501,INF,RTO,15615.3,4658.54,0.00128937,156923,,JLTS_Clone_P2_DC15A_501,1985,5,10,8,43
,RD501_opfor_unit_B1,NA,,15417.4,4664.97,0.00143814,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15426.4,4659.07,0.00143814,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15425.8,4660.95,0.0879002,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15413,4657.88,0.00144005,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15409.9,4656.79,0.00143623,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15414.7,4660.25,0.00144005,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15402.5,4680,0.00145531,154923,CT Adhock,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15418,4682.38,0.00144196,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15437.2,4653.04,0.00143433,154923,CS Rupert,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15400.6,4675.3,0.00145531,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15401.5,4676.85,0.00140762,154923,CR-C Worgan,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
CI-P Burrito,JLTS_Clone_P2_DC15A_501,PLT,Platoon RTO,15698.6,4803.56,0.01964,156925,Error: No unit,RD501_droideka_normal,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15392,4675,0.00144386,153923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15400.3,4671.66,0.00144958,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15401,4676.88,0.00143242,154923,CR-C Worgan,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15383,4679.98,0.00148201,153923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
CT Six,JLTS_Clone_P2_DC15A_501,INF,Trooper,15448.4,4684.24,0.00144958,154923,,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15384.2,4656.91,0.00146866,153923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15416.2,4682.98,0.00143814,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,44
,RD501_opfor_unit_B1,NA,,15411.4,4663.99,0.00143242,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,45
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,45
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,45
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,45
,RD501_opfor_unit_B1,NA,,15383.5,4657.08,0.00144005,153923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,45
,RD501_opfor_unit_B1,NA,,15379,4667.39,0.00143433,153923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,45
,RD501_opfor_unit_B1,NA,,15388.2,4666.77,0.00145149,153923,CT Adhock,JLTS_Clone_P2_DC15A_501,1985,5,10,8,45
,RD501_opfor_unit_B1,NA,,15437.1,4639.29,0.00142097,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,45
,RD501_opfor_unit_B1,NA,,15448,4687.5,0.0012722,154923,CS Rupert,JLTS_Clone_P2_DC15A_501,1985,5,10,8,45
,RD501_opfor_unit_B2_droid_Standard,NA,,15298.3,4784.81,0.0014286,152924,3447,RD501_opfor_unit_B2_droid_Standard,1985,5,10,8,46
,RD501_opfor_unit_B1,NA,,15440.8,4714.63,0.00119019,154924,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,46
,RD501_opfor_unit_B2_droid_Standard,NA,,15312,4771.09,0.00153542,153924,41,RD501_opfor_unit_B2_droid_Standard,1985,5,10,8,46
,RD501_opfor_unit_B1,NA,,15383.7,4729.69,0.00143623,153924,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,46
,RD501_opfor_unit_B1,NA,,15378.5,4734.85,0.00123405,153924,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,46
,RD501_opfor_unit_B1,NA,,15379.6,4732.08,0.00149727,153924,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,46
,RD501_opfor_unit_B1,NA,,16176,5037.72,0.00154114,161927,CT Luck,JLTS_Clone_P2_DC15A_501,1985,5,10,8,46
,RD501_opfor_unit_B1,NA,,16183.5,5041.14,0.00156403,161927,CT Luck,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,16190.8,5064,0.0017662,161927,CT Deytow,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15411.4,4666.45,0.00137711,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15465.1,4656.8,0.00143814,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15570.8,4993.12,0.00142956,155927,CM Infamous,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15562.3,4993.14,0.00143909,155927,CM Infamous,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15478.5,4645.77,0.00144005,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15470.2,4651.37,0.00146866,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,16125,4994.93,0.00138855,161927,CT Deytow,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15495.6,4626.97,0.00135422,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15482.4,4644.42,0.00137138,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15520.5,4616.25,0.00134468,155923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15418.8,4682.45,0.0013485,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15472,4685.44,0.00146484,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15470.5,4682.65,0.00115776,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15470.2,4687.75,0.0014019,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15462.5,4686.02,0.00121117,154923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,47
,RD501_opfor_unit_B1,NA,,15569.1,4589.66,0.00116158,155923,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,16390.4,4948.67,0.00159073,163926,CP Sig,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,15540.1,4881.86,0.00145149,155925,CT Sandman,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,15552.2,4908.77,0.00143719,155926,CT Sandman,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,15542.9,4902.5,0.00143528,155926,CT Sandman,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,16370,4932.71,0.00157166,163926,CS Duke,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_droideka_mobile,NA,,16107,4600.62,-0.1966,161923,CT Bradley,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,O_UAV_AI,NA,,16107,4600.62,-0.148558,161923,Error: No vehicle,,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,15541.5,4899.58,0.00143528,155926,CT Sandman,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,16382.3,4943.5,0.00141525,163926,CS Duke,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,16359.1,4928.14,0.00141144,163926,CS Duke,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,16380,4939.1,0.00153351,163926,CS Duke,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,16372.5,4932.85,0.00165558,163926,CS Duke,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,16379.2,4940.03,0.00153351,163926,CS Duke,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,16366.2,4931.25,0.00154114,163926,CT Kahn,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,16342.1,4924.05,0.00139236,163926,CS Duke,JLTS_Clone_P2_DC15A_501,1985,5,10,8,48
,RD501_opfor_unit_B1,NA,,16272.4,5010,0.00183868,162927,CP Sig,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,16283.6,4997.11,0.0014267,162927,CP Sig,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,15552.5,4913.94,0.00143814,155926,CT Sandman,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,16265.6,4995.83,0.00148773,162927,CP Sig,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,16269.4,4936.52,0.00155258,162926,CT Luck,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,15550.7,4912.29,0.00143623,155926,CT Sandman,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,16299.3,4990.2,0.00138092,162927,CT Wizard,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,16255.4,4982.95,0.00139999,162926,8940,RD501_opfor_unit_B1,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,16297,5020.2,0.00140381,162927,CT Dalton,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,15691.3,4460.93,0.00139618,156921,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,15538.7,4896.96,0.0314102,155926,CT Sandman,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,16287.5,5027.22,0.00140762,162927,CT Dalton,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,16267.7,5023.03,0.00152588,162927,CT Dalton,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,15695.5,4449.23,0.00140762,156921,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,15698.4,4455.82,0.00136566,156921,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,15693,4432.05,0.00148773,156921,CT Blade,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,49
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,49
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,49
,RD501_droideka_mobile,NA,,16046.9,4440.63,-0.1966,160921,CS-M Black,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,O_UAV_AI,NA,,16046.9,4440.63,-0.148554,160921,Error: No vehicle,,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,16217.1,5084.74,0.00188065,162927,CT Luck,JLTS_Clone_P2_DC15A_501,1985,5,10,8,49
,RD501_opfor_unit_B1,NA,,16301.8,5027.06,0.00146484,163927,CT Luck,JLTS_Clone_P2_DC15A_501,1985,5,10,8,50
,RD501_Vulture,NA,,14025.2,22414.6,878.601,140101,CX-C Sazi,JLTS_Clone_P2_DC15A_501,1985,5,10,8,50
,RD501_opfor_unit_B1_pilot,NA,,14027.4,22414.3,883.973,140101,CX-C Sazi,JLTS_Clone_P2_DC15A_501,1985,5,10,8,50
,Land_LampStreet_F,NA,,15563.3,4955.77,-0.803221,155926,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
,,NA,,0,0,0,000877,Error: No vehicle,,1985,5,10,8,50
